siteid,yr,startdate,enddate,ppt,HgConc,HgDep,crit1,crit2,crit3,samplecount
LA23,2009,2009-01-07,2009-12-29,137.140,8.291,11.370,90,99,92,50
LA23,2010,2009-12-29,2010-07-20,62.529,-9.000,-9.000,56,56,100,29
LA28,1998,1998-10-07,1998-12-29,15.526,-9.000,-9.000,23,23,100,12
LA28,1999,1998-12-29,1999-12-28,99.573,12.744,12.689,97,99,99,52
LA28,2000,1999-12-28,2001-01-02,103.532,11.549,11.957,92,99,89,53
LA28,2001,2001-01-02,2002-01-01,136.863,10.453,14.306,98,99,97,52
LA28,2002,2002-01-01,2002-12-31,164.604,-9.000,-9.000,83,99,63,54
LA28,2003,2002-12-31,2003-12-30,163.513,10.980,17.954,91,99,87,53
LA28,2004,2003-12-30,2004-12-28,193.237,11.002,21.260,84,99,76,52
LA28,2005,2004-12-28,2006-01-03,129.553,11.759,15.234,90,99,77,54
LA28,2006,2006-01-03,2007-01-03,139.725,11.976,16.734,94,99,98,52
LA28,2007,2007-01-03,2008-01-02,124.007,13.443,16.669,98,99,96,52
LA28,2008,2008-01-02,2008-12-30,161.898,9.727,15.746,90,99,85,51
LA28,2009,2008-12-30,2009-12-29,155.397,10.455,16.245,95,99,93,52
LA28,2010,2009-12-29,2010-07-20,92.342,-9.000,-9.000,54,54,100,29
MA01,2003,2003-07-29,2003-12-30,49.174,-9.000,-9.000,42,42,100,22
MA01,2004,2003-12-30,2005-01-04,107.114,7.502,8.035,94,99,97,53
MA01,2005,2005-01-04,2006-01-03,136.260,4.655,6.342,99,99,100,51
MA01,2006,2006-01-03,2007-01-03,129.223,5.214,6.736,100,100,100,52
MA01,2007,2007-01-03,2007-12-31,112.318,-9.000,-9.000,90,99,72,52
MA01,2008,2007-12-31,2008-12-30,129.850,4.998,6.489,90,100,91,52
MA01,2009,2008-12-30,2009-12-29,127.823,4.524,5.781,98,100,100,51
MA01,2010,2009-12-29,2010-12-28,135.382,3.820,5.170,92,100,100,52
MA01,2011,2010-12-28,2012-01-03,127.906,4.941,6.319,97,99,100,53
MA01,2012,2012-01-03,2013-01-02,98.949,5.354,5.298,94,99,92,51
MA01,2013,2013-01-02,2013-12-31,123.165,-9.000,-9.000,63,99,41,51
MA01,2014,2013-12-31,2014-12-30,129.667,4.612,5.980,90,99,98,51
MA01,2015,2014-12-30,2015-12-28,101.062,4.171,4.214,96,99,100,52
MA01,2016,2015-12-28,2017-01-03,104.921,-9.000,-9.000,66,99,56,53
MA01,2017,2017-01-03,2018-01-02,145.944,3.588,5.235,90,99,99,52
MA01,2018,2018-01-02,2019-01-01,132.503,4.022,5.329,93,94,100,52
MA01,2019,2019-01-29,2020-01-02,127.762,4.143,5.292,98,99,97,50
MA01,2020,2020-01-02,2020-12-29,95.428,3.550,3.387,98,99,99,50
MA01,2021,2020-12-29,2021-12-28,124.409,4.744,5.902,96,99,100,52
MA01,2022,2021-12-28,2023-01-03,113.157,-9.000,-9.000,73,99,68,53
MA99,2009,2009-09-09,2009-12-29,38.151,-9.000,-9.000,30,30,100,16
MA99,2010,2009-12-29,2010-11-04,100.954,-9.000,-9.000,79,85,88,44
MD00,2006,2006-12-07,2007-01-03,7.112,-9.000,-9.000,3,7,42,4
MD00,2007,2007-01-03,2008-01-02,79.070,7.848,6.205,92,99,96,52
MD00,2008,2008-01-02,2009-01-05,108.911,7.265,7.912,96,100,100,53
MD00,2009,2009-01-05,2010-01-05,137.389,6.308,8.665,92,100,93,51
MD00,2010,2010-01-05,2011-01-04,111.904,6.267,7.013,98,100,98,52
MD00,2011,2011-01-04,2012-01-03,136.681,7.567,10.343,94,99,99,52
MD00,2012,2012-01-03,2013-01-02,95.652,8.772,8.390,95,99,98,52
MD00,2013,2013-01-02,2013-12-31,116.154,6.033,7.006,98,100,100,52
MD00,2014,2013-12-31,2014-12-29,106.858,6.248,6.676,96,100,97,53
MD00,2015,2014-12-29,2015-12-29,90.957,6.667,6.064,91,99,88,52
MD00,2016,2015-12-29,2017-01-03,93.243,6.273,5.848,90,99,87,52
MD00,2017,2017-01-03,2018-01-02,83.693,5.453,4.564,95,100,98,52
MD00,2018,2018-01-02,2019-01-02,171.183,4.312,7.381,95,100,97,53
MD00,2019,2019-01-02,2019-12-31,99.873,6.295,6.287,95,99,96,52
MD00,2020,2019-12-31,2020-12-29,152.552,6.375,9.724,98,99,100,50
MD00,2021,2020-12-29,2021-12-28,95.504,6.742,6.438,98,100,100,52
MD00,2022,2021-12-28,2023-01-04,126.568,6.531,8.266,98,99,99,53
MD08,2004,2004-06-29,2004-12-28,55.466,-9.000,-9.000,46,50,99,26
MD08,2005,2004-12-28,2006-01-03,87.747,6.958,6.105,94,99,95,54
MD08,2006,2006-01-03,2007-01-02,89.239,8.366,7.465,98,99,99,52
MD08,2007,2007-01-02,2008-01-01,99.400,8.365,8.314,94,99,97,52
MD08,2008,2008-01-01,2008-12-30,124.990,8.445,10.554,94,99,97,52
MD08,2009,2008-12-30,2009-12-29,105.994,5.788,6.134,96,99,100,54
MD08,2010,2009-12-29,2010-12-28,102.528,5.599,5.741,94,99,98,52
MD08,2011,2010-12-28,2012-01-03,125.412,7.568,9.491,88,99,94,53
MD08,2012,2012-01-03,2013-01-01,88.678,8.995,7.977,97,99,88,52
MD08,2013,2013-01-01,2013-12-31,103.636,7.274,7.539,99,99,100,52
MD08,2014,2013-12-31,2014-12-30,99.992,7.097,7.096,99,99,100,52
MD08,2015,2014-12-30,2015-12-29,99.882,6.050,6.042,92,99,97,52
MD08,2016,2015-12-29,2017-01-03,111.669,5.981,6.678,91,99,90,53
MD08,2017,2017-01-03,2018-01-02,96.586,-9.000,-9.000,63,80,77,42
MD08,2018,2018-01-02,2019-01-02,175.371,5.884,10.317,85,99,90,52
MD08,2019,2019-01-02,2019-12-31,130.150,6.669,8.678,90,99,86,50
MD08,2020,2019-12-31,2020-12-29,112.243,7.947,8.920,96,97,100,51
MD08,2021,2020-12-29,2021-12-28,93.546,7.109,6.649,98,99,100,51
MD08,2022,2021-12-28,2023-01-03,126.009,6.679,8.415,97,99,99,53
MD99,2004,2004-06-01,2004-12-28,75.750,-9.000,-9.000,52,57,88,30
MD99,2005,2004-12-28,2006-01-03,113.838,10.564,12.025,92,97,99,53
MD99,2006,2006-01-03,2007-01-03,119.742,8.866,10.615,90,99,99,52
MD99,2007,2007-01-03,2008-01-03,81.703,10.348,8.454,92,99,99,51
MD99,2008,2008-01-03,2008-12-30,109.811,8.945,9.822,90,99,94,51
MD99,2009,2008-12-30,2009-12-29,145.517,7.410,10.783,96,99,100,51
MD99,2010,2009-12-29,2010-12-28,109.162,6.194,6.760,86,99,95,49
MD99,2011,2010-12-28,2012-01-03,134.208,7.844,10.526,88,99,87,53
MD99,2012,2012-01-03,2013-01-02,92.906,7.344,6.822,94,99,95,53
MD99,2013,2013-01-02,2013-12-31,99.332,7.202,7.154,92,99,95,52
MD99,2014,2013-12-31,2014-12-30,122.299,6.754,8.260,90,99,97,56
MD99,2015,2014-12-30,2015-12-28,132.540,6.285,8.330,97,99,98,53
MD99,2016,2015-12-28,2017-01-04,112.370,7.926,8.905,95,99,95,53
MD99,2017,2017-01-04,2018-01-02,92.651,5.861,5.429,88,97,89,49
MD99,2018,2018-01-02,2019-01-01,167.170,4.714,7.879,96,99,97,52
MD99,2019,2019-01-01,2019-12-31,109.850,6.464,7.101,99,99,100,52
MD99,2020,2019-12-31,2020-12-31,153.441,6.546,10.044,92,99,93,51
MD99,2021,2020-12-31,2021-12-28,121.842,6.627,8.073,88,99,92,52
MD99,2022,2021-12-28,2023-01-03,135.571,6.754,9.155,99,99,99,52
ME00,2007,2007-05-09,2008-01-02,44.247,-9.000,-9.000,29,31,99,16
ME00,2008,2008-01-02,2008-12-30,123.948,4.453,5.519,99,99,100,52
ME00,2009,2008-12-30,2009-12-29,99.469,4.965,4.938,85,99,89,52
ME00,2010,2009-12-29,2010-12-28,113.411,7.256,8.228,86,98,81,52
ME00,2011,2010-12-28,2012-01-03,138.315,-9.000,-9.000,66,99,59,50
ME00,2012,2012-01-03,2013-01-02,93.161,6.393,5.955,94,99,98,51
ME00,2013,2013-01-02,2013-12-24,122.168,5.601,6.841,92,99,95,51
ME00,2014,2013-12-31,2014-12-30,118.534,5.376,6.372,90,100,96,52
ME00,2015,2014-12-30,2015-12-29,94.138,6.735,6.339,84,99,88,52
ME00,2016,2015-12-29,2017-01-03,113.453,5.935,6.733,99,99,100,53
ME00,2017,2017-01-03,2018-01-02,108.669,5.298,5.756,94,99,99,52
ME00,2018,2018-01-02,2018-12-31,105.294,4.346,4.575,94,100,100,52
ME00,2019,2018-12-31,2020-01-01,121.691,4.206,5.118,88,99,93,52
ME00,2020,2020-01-01,2020-12-29,95.555,4.775,4.563,85,99,92,53
ME00,2021,2020-12-29,2021-12-28,90.805,4.744,4.308,90,100,98,52
ME00,2022,2021-12-28,2023-01-03,117.704,5.091,5.992,96,99,97,53
ME02,1997,1997-06-03,1997-12-30,65.025,-9.000,-9.000,46,57,93,30
ME02,1998,1997-12-30,1998-12-29,105.466,6.427,6.778,92,96,97,51
ME02,1999,1998-12-29,1999-12-28,108.815,6.414,6.979,96,100,100,52
ME02,2000,1999-12-28,2001-01-02,109.186,6.070,6.627,88,100,85,53
ME02,2001,2001-01-02,2002-01-01,70.174,7.014,4.921,90,100,94,52
ME02,2002,2002-01-01,2002-12-31,97.334,5.579,5.429,90,100,86,52
ME02,2003,2002-12-31,2003-12-30,112.727,8.484,9.563,84,99,93,51
ME02,2004,2003-12-30,2004-12-28,98.866,6.246,6.175,88,100,89,52
ME02,2005,2004-12-28,2006-01-03,144.886,4.983,7.220,94,100,98,53
ME02,2006,2006-01-03,2007-01-02,128.776,6.081,7.830,98,99,100,52
ME02,2007,2007-01-02,2008-01-01,104.972,5.654,5.934,98,100,100,52
ME02,2008,2008-01-01,2008-12-30,150.807,6.476,9.766,88,100,88,52
ME02,2009,2008-12-30,2009-12-29,133.579,4.356,5.819,98,100,100,52
ME02,2010,2009-12-29,2010-12-28,132.131,7.664,10.125,90,100,94,52
ME02,2011,2010-12-28,2012-01-04,127.805,5.749,7.346,92,100,96,54
ME02,2012,2012-01-04,2012-12-31,120.778,5.970,7.209,92,100,97,52
ME02,2013,2012-12-31,2013-12-31,118.745,5.481,6.508,98,100,100,52
ME02,2014,2013-12-31,2014-12-30,123.866,5.150,6.379,99,99,100,52
ME02,2015,2014-12-30,2015-12-28,100.210,4.778,4.787,94,99,94,53
ME02,2016,2015-12-28,2017-01-03,116.738,5.595,6.532,97,99,95,54
ME02,2017,2017-01-03,2018-01-02,131.166,5.372,7.046,87,99,78,52
ME02,2018,2018-01-02,2019-01-02,124.003,4.798,5.950,94,99,94,52
ME02,2019,2019-01-02,2019-12-31,133.782,4.090,5.472,92,99,93,52
ME02,2020,2019-12-31,2020-12-29,129.235,4.088,5.283,86,99,80,52
ME02,2021,2020-12-29,2021-12-28,96.977,-9.000,-9.000,74,99,76,52
ME02,2022,2021-12-28,2023-01-03,117.787,4.824,5.682,84,99,83,53
ME04,2009,2009-02-10,2009-12-30,118.186,-9.000,-9.000,86,88,96,46
ME04,2010,2009-12-30,2010-12-28,140.843,7.867,11.079,94,96,98,51
ME04,2011,2010-12-28,2012-01-03,143.434,5.963,8.552,98,99,100,52
ME04,2012,2012-01-03,2013-01-02,134.108,4.810,6.451,96,99,98,52
ME04,2013,2013-01-02,2013-12-29,112.607,7.426,8.362,85,99,75,51
ME04,2014,2013-12-29,2014-09-03,69.245,-9.000,-9.000,48,59,84,32
ME04,2015,2015-11-12,2015-12-30,17.608,-9.000,-9.000,11,13,81,7
ME04,2016,2015-12-30,2017-01-03,108.577,4.182,4.540,95,99,96,53
ME04,2017,2017-01-03,2018-01-02,117.954,4.837,5.705,93,99,93,52
ME04,2018,2018-01-02,2019-01-02,125.578,4.503,5.655,96,100,99,52
ME04,2019,2019-01-02,2020-01-02,102.142,5.213,5.325,95,97,96,51
ME04,2020,2020-01-02,2020-11-17,14.046,-9.000,-9.000,17,26,89,24
ME04,2021,2021-08-17,2021-12-29,38.184,-9.000,-9.000,35,37,90,19
ME04,2022,2021-12-29,2023-01-03,115.434,4.781,5.519,98,99,100,53
ME09,1996,1996-09-03,1996-12-31,42.285,-9.000,-9.000,25,31,77,16
ME09,1997,1996-12-31,1997-12-30,94.120,6.024,5.669,88,99,91,52
ME09,1998,1997-12-30,1998-12-29,115.721,6.048,6.998,94,99,95,52
ME09,1999,1998-12-29,1999-12-28,121.097,5.490,6.647,99,99,100,52
ME09,2000,1999-12-28,2001-01-02,103.217,5.763,5.948,84,99,90,53
ME09,2001,2001-01-02,2002-01-01,65.419,6.145,4.020,90,97,94,51
ME09,2002,2002-01-01,2002-12-31,86.369,4.868,4.204,88,99,92,52
ME09,2003,2002-12-31,2003-12-30,110.580,5.981,6.613,80,99,91,52
ME09,2004,2003-12-30,2004-12-28,89.821,7.185,6.454,90,99,98,52
ME09,2005,2004-12-28,2006-01-03,142.521,4.441,6.328,95,99,99,54
ME09,2006,2006-01-03,2007-01-02,130.983,5.552,7.272,93,99,99,52
ME09,2007,2007-01-02,2008-01-02,114.857,5.383,6.183,92,99,92,52
ME09,2008,2008-01-02,2008-12-30,140.096,4.636,6.493,94,99,99,52
ME09,2009,2008-12-30,2009-12-29,121.234,4.845,5.874,88,99,87,52
ME09,2010,2009-12-29,2010-12-28,145.364,5.489,7.979,86,99,88,52
ME09,2011,2010-12-28,2012-01-03,144.686,5.659,8.188,86,99,91,53
ME09,2012,2012-01-03,2012-12-26,128.956,5.411,6.978,97,99,99,51
ME09,2013,2012-12-26,2013-12-31,117.017,7.084,8.289,83,99,88,52
ME09,2014,2013-12-31,2014-12-30,140.249,4.634,6.498,94,99,95,52
ME09,2015,2014-12-30,2015-12-30,117.754,5.013,5.902,91,99,95,52
ME09,2016,2015-12-30,2017-01-03,102.768,4.264,4.382,90,99,96,53
ME09,2017,2017-01-03,2018-01-02,123.927,4.783,5.927,92,99,91,52
ME09,2018,2018-01-02,2019-01-02,123.303,4.223,5.206,94,99,94,51
ME09,2019,2019-01-02,2019-12-30,114.972,3.993,4.590,97,99,96,52
ME09,2020,2019-12-30,2020-12-29,116.332,4.061,4.723,99,99,100,52
ME09,2021,2020-12-29,2021-12-28,72.525,-9.000,-9.000,76,78,100,45
ME09,2022,2021-12-28,2023-01-03,139.014,4.187,5.821,96,99,98,53
ME96,1998,1998-01-06,1998-12-29,148.536,8.351,12.403,97,99,88,51
ME96,1999,1998-12-29,1999-12-28,119.236,7.320,8.728,97,99,99,52
ME96,2000,1999-12-28,2001-01-02,120.640,6.626,7.992,99,99,100,53
ME96,2001,2001-01-02,2002-01-02,73.896,7.277,5.377,86,97,90,51
ME96,2002,2002-01-02,2002-12-31,109.965,5.121,5.631,88,99,96,53
ME96,2003,2002-12-31,2003-12-30,106.009,6.746,7.150,90,100,91,52
ME96,2004,2003-12-30,2004-12-28,99.308,10.244,10.172,99,99,100,52
ME96,2005,2004-12-28,2006-01-03,161.553,4.915,7.940,99,99,100,53
ME96,2006,2006-01-03,2007-01-02,148.052,6.008,8.895,96,100,93,52
ME96,2007,2007-01-02,2007-12-31,109.118,6.177,6.740,90,100,80,52
ME96,2008,2007-12-31,2008-12-30,148.625,5.530,8.219,96,99,98,52
ME96,2009,2008-12-30,2009-12-29,153.746,4.275,6.571,78,100,87,52
ME96,2010,2009-12-29,2010-12-28,139.903,-9.000,-9.000,70,99,67,52
ME96,2011,2010-12-28,2012-01-03,126.670,5.317,6.735,86,100,89,53
ME96,2012,2012-01-03,2012-12-31,117.067,5.202,6.090,88,100,90,52
ME96,2013,2012-12-31,2013-12-31,107.351,5.920,6.354,84,99,81,52
ME96,2014,2013-12-31,2014-12-30,135.003,4.667,6.299,86,99,79,52
ME96,2015,2014-12-30,2015-12-28,107.747,4.927,5.308,89,99,94,54
ME96,2016,2015-12-28,2017-01-03,114.071,4.488,5.118,97,99,100,56
ME96,2017,2017-01-03,2018-01-02,104.364,4.687,4.890,80,99,77,52
ME96,2018,2018-01-02,2019-01-01,120.477,4.238,5.105,89,99,94,52
ME96,2019,2019-01-01,2019-12-31,121.397,4.604,5.589,94,99,86,52
ME96,2020,2019-12-31,2020-12-29,116.637,4.163,4.854,98,99,100,52
ME96,2021,2020-12-29,2021-12-28,115.570,4.643,5.365,96,99,96,52
ME96,2022,2021-12-28,2023-01-03,108.152,4.598,4.973,96,99,100,53
ME98,1996,1996-03-05,1996-12-31,104.339,-9.000,-9.000,73,75,97,40
ME98,1997,1996-12-31,1997-12-30,117.230,6.847,8.027,86,99,87,52
ME98,1998,1997-12-30,1998-12-29,146.182,5.973,8.731,95,99,96,53
ME98,1999,1998-12-29,1999-12-28,134.341,5.999,8.059,96,99,99,52
ME98,2000,1999-12-28,2001-01-02,127.860,6.900,8.821,93,99,98,53
ME98,2001,2001-01-02,2002-01-02,63.004,8.021,5.053,86,99,92,52
ME98,2002,2002-01-02,2002-12-31,156.114,5.059,7.898,92,99,99,55
ME98,2003,2002-12-31,2003-12-30,129.605,5.559,7.203,94,99,98,52
ME98,2004,2003-12-30,2004-12-28,106.985,6.774,7.247,84,99,87,52
ME98,2005,2004-12-28,2006-01-03,213.777,3.827,8.179,85,99,97,53
ME98,2006,2006-01-03,2007-01-02,172.166,5.829,10.034,96,99,99,52
ME98,2007,2007-01-02,2008-01-02,140.894,5.276,7.432,96,99,94,52
ME98,2008,2008-01-02,2008-12-30,163.462,6.101,9.971,99,99,100,53
ME98,2009,2008-12-30,2009-12-29,165.921,4.446,7.375,96,99,98,52
ME98,2010,2009-12-29,2010-12-28,162.839,4.368,7.113,90,99,92,53
ME98,2011,2010-12-28,2012-01-03,135.399,5.418,7.336,99,99,100,53
ME98,2012,2012-01-03,2013-01-02,148.615,4.745,7.052,94,99,94,52
ME98,2013,2013-01-02,2013-12-24,129.923,5.221,6.782,93,99,96,50
ME98,2014,2014-01-01,2014-12-30,164.465,4.630,7.615,92,99,91,52
ME98,2015,2014-12-30,2015-12-29,121.209,3.950,4.788,95,99,93,52
ME98,2016,2015-12-29,2017-01-03,123.444,3.719,4.590,96,99,97,54
ME98,2017,2017-01-03,2018-01-02,125.681,4.442,5.581,99,99,100,52
ME98,2018,2018-01-02,2018-12-18,150.571,3.024,4.553,99,99,100,50
ME98,2019,2018-12-18,2019-12-30,189.255,3.740,7.076,88,99,81,49
ME98,2020,2019-12-30,2020-12-29,121.666,4.210,5.122,95,99,97,52
ME98,2021,2020-12-29,2021-12-28,139.014,4.540,6.310,99,99,100,52
ME98,2022,2021-12-28,2023-01-03,150.927,3.743,5.648,90,99,97,53
MI09,2014,2013-12-31,2014-12-30,102.337,7.814,7.997,97,99,100,52
MI09,2015,2014-12-30,2015-12-29,86.309,5.968,5.151,97,99,98,52
MI09,2016,2015-12-29,2017-01-03,95.014,6.464,6.141,94,99,96,52
MI09,2017,2017-01-03,2018-01-02,112.250,6.281,7.050,88,99,95,52
MI09,2018,2018-01-02,2018-12-31,93.229,6.211,5.790,97,99,97,53
MI09,2019,2018-12-31,2019-12-31,107.010,6.738,7.210,92,99,94,52
MI09,2020,2019-12-31,2020-12-29,106.299,7.035,7.478,92,99,98,52
MI09,2021,2020-12-29,2021-12-28,87.859,7.544,6.627,97,99,100,52
MI09,2022,2021-12-28,2023-01-03,102.362,10.073,10.310,90,99,87,53
MI26,2013,2013-12-17,2013-12-30,7.417,-9.000,-9.000,2,3,94,2
MI26,2014,2013-12-30,2014-12-30,98.614,8.422,8.304,90,100,92,52
MI26,2015,2014-12-30,2015-12-29,110.979,8.598,9.541,94,99,99,52
MI29,2007,2007-05-08,2008-01-03,51.761,-9.000,-9.000,64,66,100,34
MI29,2008,2008-01-03,2009-01-06,99.217,9.166,9.093,81,100,76,50
MI29,2009,2009-01-06,2009-04-08,21.209,-9.000,-9.000,23,25,94,9
MI31,2005,2005-09-27,2006-01-03,17.681,-9.000,-9.000,25,27,95,14
MI31,2006,2006-01-03,2007-01-02,101.112,9.907,10.016,96,99,100,52
MI31,2007,2007-01-02,2008-01-02,82.017,9.478,7.773,82,99,92,51
MI31,2008,2008-01-02,2008-10-28,76.442,-9.000,-9.000,82,82,100,43
MI48,2003,2003-11-11,2003-12-30,9.718,-9.000,-9.000,9,13,70,7
MI48,2004,2003-12-30,2004-12-28,99.784,7.970,7.953,93,99,94,52
MI48,2005,2004-12-28,2006-01-03,74.441,9.252,6.887,92,99,98,53
MI48,2006,2006-01-03,2007-01-02,68.819,7.534,5.185,86,99,91,52
MI48,2007,2007-01-02,2008-01-01,61.275,11.121,6.814,90,99,94,53
MI48,2008,2008-01-01,2008-12-30,65.723,9.325,6.128,86,99,90,52
MI48,2009,2008-12-30,2009-12-29,69.996,7.363,5.153,90,99,99,52
MI48,2010,2009-12-29,2010-12-28,87.037,-9.000,-9.000,74,99,93,52
MI48,2011,2010-12-28,2012-01-03,81.509,8.835,7.201,77,99,94,53
MI48,2012,2012-01-03,2013-01-01,66.243,9.447,6.258,82,99,89,52
MI48,2013,2013-01-01,2013-12-31,107.925,7.784,8.401,92,99,98,52
MI48,2014,2013-12-31,2014-12-30,95.631,7.954,7.606,88,99,98,52
MI48,2015,2014-12-30,2015-12-29,68.940,8.625,5.945,82,99,93,52
MI48,2016,2015-12-29,2017-01-03,93.344,7.466,6.969,84,99,94,53
MI48,2017,2017-01-03,2018-01-02,99.187,9.005,8.931,84,100,93,52
MI48,2018,2018-01-02,2019-01-01,71.145,6.786,4.828,80,96,95,53
MI48,2019,2019-01-01,2019-12-31,116.332,6.105,7.102,94,99,99,52
MI48,2020,2019-12-31,2020-12-29,89.586,6.967,6.241,88,99,98,53
MI48,2021,2020-12-29,2021-12-28,80.848,8.943,7.230,82,99,93,52
MI48,2022,2021-12-28,2023-01-03,88.673,10.487,9.298,78,100,88,53
MI52,2014,2013-12-31,2014-12-30,90.018,9.994,8.996,94,100,95,52
MI52,2015,2014-12-30,2015-12-29,82.963,14.715,12.208,96,99,91,52
MI52,2016,2015-12-29,2017-01-03,100.698,6.913,6.961,82,99,83,50
MI52,2017,2017-01-03,2018-01-02,111.636,7.454,8.320,78,98,78,47
MI52,2018,2018-01-02,2019-01-02,93.758,10.548,9.889,80,97,80,47
MI52,2019,2019-01-02,2019-12-31,104.826,8.243,8.640,84,99,90,49
MI52,2020,2019-12-31,2020-12-29,103.200,7.353,7.587,97,99,100,51
MI52,2021,2020-12-29,2021-12-28,99.847,7.147,7.136,97,99,100,52
MI52,2022,2021-12-28,2023-01-03,41.935,-9.000,-9.000,54,58,97,37
MN06,2014,2014-06-23,2014-12-30,25.354,-9.000,-9.000,50,52,100,27
MN06,2015,2014-12-30,2015-12-30,56.618,7.420,4.200,90,99,87,51
MN06,2016,2015-12-30,2017-01-03,63.892,-9.000,-9.000,87,99,73,52
MN06,2017,2017-01-03,2018-01-03,63.166,11.923,7.531,84,99,93,49
MN06,2018,2018-01-03,2019-01-03,52.356,11.403,5.970,92,99,98,52
MN06,2019,2019-01-03,2020-01-08,61.797,-9.000,-9.000,73,94,90,46
MN06,2020,2020-01-08,2020-12-22,37.821,10.553,3.991,87,93,97,48
MN06,2021,2020-12-22,2022-01-04,56.117,9.673,5.428,98,98,100,51
MN06,2022,2022-01-04,2022-12-28,60.940,-9.000,-9.000,73,99,75,46
MN16,1996,1996-02-27,1996-12-31,69.903,-9.000,-9.000,82,84,98,44
MN16,1997,1996-12-31,1997-12-30,75.683,10.770,8.150,92,100,91,52
MN16,1998,1997-12-30,1998-12-29,79.642,11.345,9.035,98,100,99,52
MN16,1999,1998-12-29,1999-12-28,90.634,12.383,11.223,88,99,92,52
MN16,2000,1999-12-28,2001-01-02,73.247,12.506,9.160,90,99,95,53
MN16,2001,2001-01-02,2002-01-02,81.337,9.057,7.367,88,99,90,52
MN16,2002,2002-01-02,2002-12-31,73.465,11.379,8.359,84,100,97,52
MN16,2003,2002-12-31,2003-12-30,61.485,11.156,6.859,81,100,94,52
MN16,2004,2003-12-30,2004-12-28,75.844,8.980,6.811,98,100,100,52
MN16,2005,2004-12-28,2006-01-03,71.947,9.068,6.524,88,100,92,53
MN16,2006,2006-01-03,2007-01-02,55.397,9.110,5.046,86,100,98,52
MN16,2007,2007-01-02,2008-01-02,71.984,9.514,6.848,80,99,92,52
MN16,2008,2008-01-02,2008-12-30,70.890,12.482,8.849,86,100,93,52
MN16,2009,2008-12-30,2009-12-29,65.032,6.967,4.531,88,100,99,52
MN16,2010,2009-12-29,2010-12-28,78.963,7.857,6.204,90,100,96,52
MN16,2011,2010-12-28,2012-01-03,72.771,11.379,8.280,88,99,93,53
MN16,2012,2012-01-03,2013-01-02,75.387,10.740,8.096,93,100,94,52
MN16,2013,2013-01-02,2013-12-31,76.886,9.229,7.096,81,100,90,52
MN16,2014,2013-12-31,2014-12-30,78.515,8.676,6.811,88,100,95,52
MN16,2015,2014-12-30,2015-12-29,80.228,7.918,6.352,99,99,100,52
MN16,2016,2015-12-29,2017-01-03,84.480,9.115,7.700,84,99,91,53
MN16,2017,2017-01-03,2018-01-02,66.294,10.428,6.912,86,100,97,52
MN16,2018,2018-01-02,2019-01-02,73.119,11.737,8.582,82,99,92,52
MN16,2019,2019-01-02,2020-01-02,87.113,8.165,7.113,78,99,88,52
MN16,2020,2020-01-02,2020-12-29,71.907,11.323,8.142,76,98,81,52
MN16,2021,2020-12-29,2021-12-28,58.138,-9.000,-9.000,71,88,80,50
MN16,2022,2021-12-28,2023-01-03,81.671,-9.000,-9.000,73,99,83,52
MN18,1996,1996-03-05,1996-12-31,62.702,-9.000,-9.000,58,75,92,38
MN18,1997,1996-12-31,1997-12-30,42.213,-9.000,-9.000,67,98,78,50
MN18,1998,1997-12-30,1998-12-29,61.576,13.292,8.184,86,98,95,50
MN18,1999,1998-12-29,1999-12-28,74.440,12.242,9.113,82,100,78,49
MN18,2000,1999-12-28,2001-01-02,64.567,14.809,9.562,83,100,85,52
MN18,2001,2001-01-02,2001-12-31,68.354,11.708,8.002,85,95,98,49
MN18,2002,2001-12-31,2002-12-31,54.180,-9.000,-9.000,78,100,74,52
MN18,2003,2002-12-31,2003-12-30,60.750,12.493,7.589,82,99,83,53
MN18,2004,2003-12-30,2004-12-28,68.833,10.790,7.427,86,100,85,52
MN18,2005,2004-12-28,2006-01-03,72.281,8.954,6.471,92,100,94,53
MN18,2006,2006-01-03,2007-01-03,52.623,11.062,5.821,94,98,92,52
MN18,2007,2007-01-02,2008-01-02,82.463,9.001,7.422,94,100,96,52
MN18,2008,2008-01-02,2008-12-30,79.562,8.448,6.721,96,99,99,51
MN18,2009,2008-12-30,2009-12-29,60.023,6.536,3.923,94,98,99,52
MN18,2010,2009-12-29,2010-12-28,49.638,-9.000,-9.000,65,99,51,52
MN18,2011,2010-12-28,2012-01-03,54.955,10.488,5.764,92,99,97,53
MN18,2012,2012-01-03,2013-01-01,73.539,10.211,7.509,96,99,99,52
MN18,2013,2013-01-01,2013-12-31,77.134,10.031,7.737,87,99,92,51
MN18,2014,2013-12-31,2014-12-30,75.509,7.587,5.729,92,99,95,52
MN18,2015,2014-12-30,2015-12-29,76.810,7.274,5.586,88,99,97,52
MN18,2016,2015-12-29,2017-01-03,78.562,7.118,5.591,79,99,86,52
MN18,2017,2017-01-03,2018-01-02,83.160,11.990,9.971,84,100,89,52
MN18,2018,2018-01-02,2019-01-02,69.166,-9.000,-9.000,74,99,87,51
MN18,2019,2019-01-02,2019-12-31,87.560,7.541,6.603,79,99,90,52
MN18,2020,2019-12-31,2020-12-29,58.852,9.601,5.650,75,99,90,52
MN18,2021,2020-12-29,2021-12-29,59.106,-9.000,-9.000,52,99,50,52
